KHACHHANG_ID,NGAY,UP,DOWN,NGAY_THANHLY,THANHLY
138030,12/31/2022,0,0,6/8/2023,1
138030,1/1/2023,0,6,6/8/2023,1
138030,1/2/2023,0,4,6/8/2023,1
138030,1/3/2023,0,2,6/8/2023,1
138030,1/4/2023,0,2,6/8/2023,1
138030,1/5/2023,0,4,6/8/2023,1
138030,1/6/2023,0,8,6/8/2023,1
138030,1/7/2023,0,6,6/8/2023,1
138030,1/8/2023,0,4,6/8/2023,1
138030,1/9/2023,0,8,6/8/2023,1
138030,1/10/2023,0,12,6/8/2023,1
138030,1/11/2023,0,12,6/8/2023,1
138030,1/12/2023,0,20,6/8/2023,1
138030,1/13/2023,0,12,6/8/2023,1
138030,1/14/2023,0,46,6/8/2023,1
138030,1/15/2023,0,28,6/8/2023,1
138030,1/16/2023,0,16,6/8/2023,1
138030,1/17/2023,0,12,6/8/2023,1
138030,1/18/2023,0,20,6/8/2023,1
138030,1/19/2023,0,34,6/8/2023,1
138030,1/20/2023,0,4,6/8/2023,1
138030,1/21/2023,0,14,6/8/2023,1
138030,1/22/2023,0,14,6/8/2023,1
138030,1/23/2023,0,4,6/8/2023,1
138030,1/24/2023,0,6,6/8/2023,1
138030,1/25/2023,0,2,6/8/2023,1
138030,1/26/2023,0,0,6/8/2023,1
138030,1/27/2023,0,14,6/8/2023,1
138030,1/28/2023,0,4,6/8/2023,1
138030,1/29/2023,0,2,6/8/2023,1
138030,1/30/2023,0,10,6/8/2023,1
138030,1/31/2023,0,12,6/8/2023,1
138030,2/1/2023,0,6,6/8/2023,1
138030,2/2/2023,0,2,6/8/2023,1
138030,2/3/2023,0,2,6/8/2023,1
138030,2/4/2023,0,4,6/8/2023,1
138030,2/5/2023,0,0,6/8/2023,1
138030,2/6/2023,0,8,6/8/2023,1
138030,2/7/2023,0,6,6/8/2023,1
138030,2/8/2023,0,6,6/8/2023,1
138030,2/9/2023,0,2,6/8/2023,1
138030,2/10/2023,0,12,6/8/2023,1
138030,2/11/2023,0,6,6/8/2023,1
138030,2/12/2023,0,2,6/8/2023,1
138030,2/13/2023,0,14,6/8/2023,1
138030,2/14/2023,0,14,6/8/2023,1
138030,2/15/2023,0,12,6/8/2023,1
138030,2/16/2023,0,8,6/8/2023,1
138030,2/17/2023,0,10,6/8/2023,1
138030,2/18/2023,0,2,6/8/2023,1
138030,2/19/2023,0,0,6/8/2023,1
138030,2/20/2023,0,2,6/8/2023,1
138030,2/21/2023,0,2,6/8/2023,1
138030,2/22/2023,0,4,6/8/2023,1
138030,2/23/2023,0,10,6/8/2023,1
138030,2/24/2023,0,10,6/8/2023,1
138030,2/25/2023,0,0,6/8/2023,1
138030,2/26/2023,0,2,6/8/2023,1
138030,2/27/2023,0,4,6/8/2023,1
138030,2/28/2023,0,10,6/8/2023,1
138030,3/1/2023,0,10,6/8/2023,1
138030,3/2/2023,0,4,6/8/2023,1
138030,3/3/2023,0,4,6/8/2023,1
138030,3/4/2023,0,8,6/8/2023,1
138030,3/5/2023,0,0,6/8/2023,1
138030,3/6/2023,0,6,6/8/2023,1
138030,3/7/2023,0,6,6/8/2023,1
138030,3/8/2023,0,16,6/8/2023,1
138030,3/9/2023,0,4,6/8/2023,1
138030,3/10/2023,0,6,6/8/2023,1
138030,3/11/2023,0,4,6/8/2023,1
138030,3/12/2023,0,0,6/8/2023,1
138030,3/13/2023,0,4,6/8/2023,1
138030,3/14/2023,0,12,6/8/2023,1
138030,3/15/2023,0,6,6/8/2023,1
138030,3/16/2023,0,12,6/8/2023,1
138030,3/17/2023,0,12,6/8/2023,1
138030,3/18/2023,0,8,6/8/2023,1
138030,3/19/2023,0,8,6/8/2023,1
138030,3/20/2023,0,4,6/8/2023,1
138030,3/21/2023,0,4,6/8/2023,1
138030,3/22/2023,0,14,6/8/2023,1
138030,3/23/2023,0,4,6/8/2023,1
138030,3/24/2023,0,4,6/8/2023,1
138030,3/25/2023,0,2,6/8/2023,1
138030,3/26/2023,0,2,6/8/2023,1
138030,3/27/2023,0,6,6/8/2023,1
138030,3/28/2023,0,4,6/8/2023,1
138030,3/29/2023,0,8,6/8/2023,1
138030,3/30/2023,0,4,6/8/2023,1
138030,3/31/2023,0,8,6/8/2023,1
138030,4/1/2023,0,12,6/8/2023,1
138030,4/2/2023,0,4,6/8/2023,1
138030,4/3/2023,0,4,6/8/2023,1
138030,4/4/2023,0,4,6/8/2023,1
138030,4/5/2023,0,8,6/8/2023,1
138030,4/6/2023,0,6,6/8/2023,1
138030,4/7/2023,0,4,6/8/2023,1
138030,4/8/2023,0,4,6/8/2023,1
138030,4/9/2023,0,0,6/8/2023,1
138030,4/10/2023,0,6,6/8/2023,1
138030,4/11/2023,0,4,6/8/2023,1
138030,4/12/2023,0,8,6/8/2023,1
138030,4/13/2023,0,10,6/8/2023,1
138030,4/14/2023,0,10,6/8/2023,1
138030,4/15/2023,0,2,6/8/2023,1
138030,4/16/2023,0,6,6/8/2023,1
138030,4/17/2023,0,10,6/8/2023,1
138030,4/18/2023,0,10,6/8/2023,1
138030,4/19/2023,0,6,6/8/2023,1
138030,4/20/2023,0,6,6/8/2023,1
138030,4/21/2023,0,6,6/8/2023,1
138030,4/22/2023,0,4,6/8/2023,1
138030,4/23/2023,0,2,6/8/2023,1
138030,4/24/2023,0,4,6/8/2023,1
138030,4/25/2023,0,8,6/8/2023,1
138030,4/26/2023,0,18,6/8/2023,1
138030,4/27/2023,0,18,6/8/2023,1
138030,4/28/2023,0,16,6/8/2023,1
138030,4/29/2023,0,4,6/8/2023,1
138030,5/1/2023,0,0,6/8/2023,1
138030,5/2/2023,0,16,6/8/2023,1
138030,5/3/2023,0,12,6/8/2023,1
138030,5/4/2023,0,14,6/8/2023,1
138030,5/5/2023,0,22,6/8/2023,1
138030,5/6/2023,0,10,6/8/2023,1
138030,5/7/2023,0,4,6/8/2023,1
138030,5/8/2023,0,12,6/8/2023,1
138030,5/9/2023,0,20,6/8/2023,1
138030,5/10/2023,0,14,6/8/2023,1
138030,5/11/2023,0,18,6/8/2023,1
138030,5/12/2023,0,36,6/8/2023,1
138030,5/13/2023,2,78,6/8/2023,1
138030,5/14/2023,0,36,6/8/2023,1
138030,5/15/2023,0,18,6/8/2023,1
138030,5/16/2023,0,32,6/8/2023,1
138030,5/17/2023,0,48,6/8/2023,1
138030,5/18/2023,0,56,6/8/2023,1
138030,5/19/2023,0,50,6/8/2023,1
138030,5/20/2023,0,48,6/8/2023,1
138030,5/21/2023,0,42,6/8/2023,1
138030,5/22/2023,0,56,6/8/2023,1
138030,5/23/2023,0,64,6/8/2023,1
138030,5/24/2023,0,66,6/8/2023,1
138030,5/25/2023,2,68,6/8/2023,1
138030,5/26/2023,0,64,6/8/2023,1
138030,5/27/2023,2,64,6/8/2023,1
138030,5/28/2023,0,54,6/8/2023,1
138030,5/29/2023,0,58,6/8/2023,1
138030,5/30/2023,0,28,6/8/2023,1
138030,5/31/2023,0,64,6/8/2023,1
138030,6/2/2023,0,2,6/8/2023,1
140844,12/31/2022,1,24,5/19/2023,1
140844,1/1/2023,0,10,5/19/2023,1
140844,1/2/2023,3,39,5/19/2023,1
140844,1/4/2023,9,101,5/19/2023,1
140844,1/10/2023,9,150,5/19/2023,1
140844,1/21/2023,9,203,5/19/2023,1
140844,1/31/2023,6,63,5/19/2023,1
140844,2/3/2023,2,97,5/19/2023,1
140844,2/9/2023,7,67,5/19/2023,1
140844,2/12/2023,15,216,5/19/2023,1
140844,2/23/2023,2,57,5/19/2023,1
140844,2/28/2023,3,105,5/19/2023,1
140844,3/6/2023,0,20,5/19/2023,1
140844,3/7/2023,7,162,5/19/2023,1
140844,3/15/2023,2,57,5/19/2023,1
140844,3/19/2023,2,45,5/19/2023,1
140844,3/21/2023,9,196,5/19/2023,1
140844,3/31/2023,2,32,5/19/2023,1
140844,4/2/2023,2,32,5/19/2023,1
140844,4/4/2023,1,15,5/19/2023,1
140844,4/5/2023,8,114,5/19/2023,1
140911,2/2/2023,0,0,3/21/2023,1
140911,2/10/2023,0,0,3/21/2023,1
140911,2/12/2023,0,0,3/21/2023,1
140911,2/13/2023,0,0,3/21/2023,1
140911,2/18/2023,0,0,3/21/2023,1
140911,2/19/2023,0,0,3/21/2023,1
140911,2/20/2023,0,0,3/21/2023,1
141353,1/5/2023,0,0,5/12/2023,1
141353,1/8/2023,0,0,5/12/2023,1
141353,1/11/2023,0,0,5/12/2023,1
141353,1/12/2023,0,0,5/12/2023,1
141353,1/13/2023,0,0,5/12/2023,1
141353,1/16/2023,0,0,5/12/2023,1
141353,1/21/2023,0,0,5/12/2023,1
141353,1/28/2023,0,0,5/12/2023,1
141353,1/31/2023,0,0,5/12/2023,1
141353,2/1/2023,0,4,5/12/2023,1
141353,2/2/2023,2,4,5/12/2023,1
141353,2/3/2023,1,4,5/12/2023,1
141353,2/4/2023,0,0,5/12/2023,1
141353,2/6/2023,0,1,5/12/2023,1
141353,2/7/2023,0,0,5/12/2023,1
141353,2/8/2023,0,0,5/12/2023,1
141353,2/11/2023,0,0,5/12/2023,1
141353,2/14/2023,0,0,5/12/2023,1
141353,2/15/2023,0,0,5/12/2023,1
141353,2/17/2023,0,3,5/12/2023,1
141353,2/18/2023,0,0,5/12/2023,1
141353,2/20/2023,2,3,5/12/2023,1
141353,2/22/2023,0,0,5/12/2023,1
141353,2/23/2023,0,0,5/12/2023,1
141353,2/24/2023,0,1,5/12/2023,1
141353,2/25/2023,0,1,5/12/2023,1
141353,2/26/2023,0,0,5/12/2023,1
141353,2/27/2023,0,0,5/12/2023,1
141353,2/28/2023,0,0,5/12/2023,1
141353,3/1/2023,0,0,5/12/2023,1
141353,3/2/2023,0,0,5/12/2023,1
141353,3/3/2023,0,1,5/12/2023,1
141353,3/6/2023,0,0,5/12/2023,1
141353,3/7/2023,0,4,5/12/2023,1
141353,3/9/2023,0,0,5/12/2023,1
141353,3/10/2023,2,2,5/12/2023,1
141353,3/12/2023,0,2,5/12/2023,1
141353,3/13/2023,0,0,5/12/2023,1
141353,3/14/2023,1,4,5/12/2023,1
141353,3/15/2023,0,0,5/12/2023,1
141353,3/16/2023,0,4,5/12/2023,1
141353,3/18/2023,0,0,5/12/2023,1
141353,3/20/2023,0,0,5/12/2023,1
141353,3/22/2023,0,0,5/12/2023,1
141353,3/24/2023,0,1,5/12/2023,1
141353,3/25/2023,0,2,5/12/2023,1
141353,3/26/2023,0,0,5/12/2023,1
141353,3/27/2023,0,2,5/12/2023,1
141353,3/28/2023,0,3,5/12/2023,1
141353,3/29/2023,0,0,5/12/2023,1
141353,3/30/2023,0,0,5/12/2023,1
141353,3/31/2023,0,0,5/12/2023,1
141353,4/1/2023,0,0,5/12/2023,1
141353,4/2/2023,0,0,5/12/2023,1
141353,4/5/2023,0,0,5/12/2023,1
141353,4/6/2023,0,0,5/12/2023,1
141353,4/7/2023,0,3,5/12/2023,1
143454,12/31/2022,2,107,3/29/2023,1
143454,1/6/2023,12,571,3/29/2023,1
143454,1/31/2023,0,21,3/29/2023,1
143454,2/1/2023,0,9,3/29/2023,1
143454,2/2/2023,0,14,3/29/2023,1
143454,2/3/2023,2,100,3/29/2023,1
143501,12/31/2022,21,580,6/7/2023,1
143501,1/17/2023,0,6,6/7/2023,1
143501,1/18/2023,0,11,6/7/2023,1
143501,1/19/2023,0,16,6/7/2023,1
143501,1/20/2023,3,102,6/7/2023,1
143501,1/26/2023,0,22,6/7/2023,1
143501,1/27/2023,0,9,6/7/2023,1
143501,1/28/2023,0,0,6/7/2023,1
144046,12/31/2022,4,116,3/2/2023,1
144046,1/7/2023,14,476,3/2/2023,1
144046,1/30/2023,0,20,3/2/2023,1
144046,1/31/2023,2,80,3/2/2023,1
144046,2/3/2023,2,86,3/2/2023,1
144046,2/6/2023,8,306,3/2/2023,1
144046,2/21/2023,0,20,3/2/2023,1
144046,2/22/2023,0,0,3/2/2023,1
144398,12/31/2022,2,37,6/12/2023,1
144398,1/6/2023,7,74,6/12/2023,1
144398,1/25/2023,0,4,6/12/2023,1
144398,1/31/2023,6,55,6/12/2023,1
144398,2/9/2023,2,50,6/12/2023,1
144398,2/18/2023,1,21,6/12/2023,1
144398,2/24/2023,0,2,6/12/2023,1
144398,2/25/2023,0,1,6/12/2023,1
144398,2/26/2023,0,3,6/12/2023,1
144398,2/28/2023,9,105,6/12/2023,1
144398,3/16/2023,0,18,6/12/2023,1
144398,3/20/2023,0,1,6/12/2023,1
144398,3/21/2023,0,2,6/12/2023,1
144398,3/22/2023,0,0,6/12/2023,1
144398,3/23/2023,0,0,6/12/2023,1
144398,3/24/2023,0,1,6/12/2023,1
144398,3/25/2023,0,2,6/12/2023,1
144398,3/26/2023,0,5,6/12/2023,1
144398,3/28/2023,0,0,6/12/2023,1
144398,3/31/2023,0,14,6/12/2023,1
144398,4/11/2023,1,4,6/12/2023,1
144398,4/12/2023,2,13,6/12/2023,1
144398,4/15/2023,0,7,6/12/2023,1
144398,4/16/2023,0,2,6/12/2023,1
144398,4/17/2023,1,19,6/12/2023,1
144398,4/22/2023,0,2,6/12/2023,1
144398,4/23/2023,2,8,6/12/2023,1
144398,4/24/2023,0,12,6/12/2023,1
144398,4/25/2023,0,1,6/12/2023,1
144398,4/26/2023,0,4,6/12/2023,1
144398,4/30/2023,0,0,6/12/2023,1
144398,5/1/2023,0,0,6/12/2023,1
146836,12/31/2022,14,97,3/29/2023,1
146836,1/31/2023,5,82,3/29/2023,1
146836,2/28/2023,3,17,3/29/2023,1
146836,3/5/2023,1,15,3/29/2023,1
146836,3/9/2023,0,7,3/29/2023,1
146836,3/12/2023,0,7,3/29/2023,1
146836,3/16/2023,1,16,3/29/2023,1
148491,12/31/2022,3,61,3/22/2023,1
148491,1/10/2023,2,48,3/22/2023,1
148491,1/18/2023,3,37,3/22/2023,1
148491,1/28/2023,0,7,3/22/2023,1
148491,1/31/2023,3,66,3/22/2023,1
148491,2/28/2023,0,1,3/22/2023,1
148491,3/1/2023,3,48,3/22/2023,1
152651,12/31/2022,6,150,3/6/2023,1
152651,1/12/2023,4,114,3/6/2023,1
152651,1/16/2023,0,10,3/6/2023,1
152651,2/28/2023,12,254,3/6/2023,1
157330,12/31/2022,3,140,3/2/2023,1
157330,1/10/2023,2,98,3/2/2023,1
157330,1/20/2023,0,12,3/2/2023,1
157330,1/22/2023,0,13,3/2/2023,1
157330,1/23/2023,3,105,3/2/2023,1
157330,1/31/2023,3,113,3/2/2023,1
157330,2/12/2023,2,75,3/2/2023,1
157616,12/31/2022,74,1752,6/5/2023,1
157616,1/10/2023,58,1194,6/5/2023,1
157616,1/30/2023,0,22,6/5/2023,1
157616,1/31/2023,0,34,6/5/2023,1
157616,2/1/2023,2,36,6/5/2023,1
157616,2/2/2023,2,118,6/5/2023,1
159553,12/31/2022,4,27,5/31/2023,1
159553,1/15/2023,0,0,5/31/2023,1
159553,1/16/2023,0,0,5/31/2023,1
159553,1/17/2023,0,5,5/31/2023,1
159553,1/18/2023,0,2,5/31/2023,1
159553,1/19/2023,0,2,5/31/2023,1
159553,1/20/2023,0,2,5/31/2023,1
159553,1/21/2023,0,3,5/31/2023,1
159553,1/22/2023,0,0,5/31/2023,1
159553,1/31/2023,5,38,5/31/2023,1
159553,2/6/2023,0,7,5/31/2023,1
159553,2/7/2023,0,6,5/31/2023,1
159553,2/8/2023,0,2,5/31/2023,1
159553,2/9/2023,0,2,5/31/2023,1
159553,2/10/2023,0,4,5/31/2023,1
159553,2/11/2023,0,0,5/31/2023,1
159553,2/12/2023,0,6,5/31/2023,1
159553,2/14/2023,0,0,5/31/2023,1
159553,2/15/2023,0,3,5/31/2023,1
159553,2/17/2023,0,2,5/31/2023,1
159553,2/18/2023,0,2,5/31/2023,1
159553,2/19/2023,1,6,5/31/2023,1
159553,2/20/2023,0,2,5/31/2023,1
159553,2/21/2023,0,6,5/31/2023,1
159553,2/22/2023,0,0,5/31/2023,1
159553,2/23/2023,0,3,5/31/2023,1
159553,2/25/2023,0,4,5/31/2023,1
159553,2/26/2023,0,4,5/31/2023,1
159553,2/27/2023,0,6,5/31/2023,1
159553,2/28/2023,0,1,5/31/2023,1
159553,3/1/2023,2,1,5/31/2023,1
159553,3/2/2023,0,2,5/31/2023,1
159553,3/3/2023,0,3,5/31/2023,1
159553,3/4/2023,0,0,5/31/2023,1
159553,3/5/2023,0,0,5/31/2023,1
159553,3/6/2023,0,1,5/31/2023,1
159553,3/7/2023,1,7,5/31/2023,1
159553,3/9/2023,0,1,5/31/2023,1
159553,3/10/2023,0,2,5/31/2023,1
159553,3/11/2023,0,1,5/31/2023,1
159553,3/12/2023,0,1,5/31/2023,1
159553,3/13/2023,0,2,5/31/2023,1
159553,3/14/2023,0,1,5/31/2023,1
159553,3/15/2023,0,1,5/31/2023,1
159553,3/16/2023,0,1,5/31/2023,1
159553,3/17/2023,0,2,5/31/2023,1
159553,3/18/2023,0,3,5/31/2023,1
159553,3/19/2023,0,3,5/31/2023,1
159553,3/20/2023,0,6,5/31/2023,1
159553,3/21/2023,0,4,5/31/2023,1
159553,3/23/2023,0,10,5/31/2023,1
159553,3/26/2023,0,2,5/31/2023,1
159553,3/27/2023,0,0,5/31/2023,1
159553,3/29/2023,0,8,5/31/2023,1
159553,3/31/2023,0,0,5/31/2023,1
159553,4/13/2023,0,1,5/31/2023,1
159553,4/15/2023,0,0,5/31/2023,1
159553,4/16/2023,0,2,5/31/2023,1
159553,4/18/2023,0,2,5/31/2023,1
159553,4/20/2023,0,1,5/31/2023,1
159553,4/21/2023,0,0,5/31/2023,1
159553,4/23/2023,0,3,5/31/2023,1
159553,4/24/2023,0,0,5/31/2023,1
159553,4/25/2023,0,0,5/31/2023,1
159553,4/27/2023,0,0,5/31/2023,1
159553,4/30/2023,0,0,5/31/2023,1
159553,5/1/2023,0,0,5/31/2023,1
159553,5/2/2023,0,8,5/31/2023,1
159553,5/3/2023,0,0,5/31/2023,1
159553,5/4/2023,0,8,5/31/2023,1
159553,5/7/2023,0,1,5/31/2023,1
159553,5/8/2023,0,0,5/31/2023,1
163345,12/31/2022,18,888,3/27/2023,1
163345,1/7/2023,0,186,3/27/2023,1
163345,1/8/2023,0,183,3/27/2023,1
163345,1/9/2023,0,132,3/27/2023,1
163345,1/10/2023,12,585,3/27/2023,1
163345,1/14/2023,0,111,3/27/2023,1
163345,1/15/2023,9,429,3/27/2023,1
163345,1/19/2023,0,51,3/27/2023,1
163345,1/20/2023,0,126,3/27/2023,1
163345,1/21/2023,3,156,3/27/2023,1
163345,1/22/2023,0,108,3/27/2023,1
163345,1/23/2023,0,165,3/27/2023,1
163345,1/24/2023,12,774,3/27/2023,1
163345,1/28/2023,0,111,3/27/2023,1
163345,1/31/2023,18,510,3/27/2023,1
163345,2/4/2023,0,3,3/27/2023,1
163345,2/5/2023,0,39,3/27/2023,1
163345,2/11/2023,0,33,3/27/2023,1
163345,2/15/2023,0,3,3/27/2023,1
163345,2/16/2023,0,12,3/27/2023,1
163345,2/18/2023,0,3,3/27/2023,1
163345,2/19/2023,0,6,3/27/2023,1
163345,2/20/2023,0,6,3/27/2023,1
163345,2/21/2023,0,6,3/27/2023,1
163345,2/22/2023,0,6,3/27/2023,1
163345,2/23/2023,0,0,3/27/2023,1
163345,2/24/2023,0,0,3/27/2023,1
163345,2/25/2023,0,0,3/27/2023,1
163345,2/26/2023,0,6,3/27/2023,1
163345,2/27/2023,0,3,3/27/2023,1
163345,2/28/2023,0,0,3/27/2023,1
163345,3/1/2023,0,3,3/27/2023,1
163345,3/2/2023,0,0,3/27/2023,1
163345,3/3/2023,0,3,3/27/2023,1
163345,3/4/2023,0,3,3/27/2023,1
163345,3/5/2023,0,0,3/27/2023,1
163345,3/6/2023,0,0,3/27/2023,1
163345,3/7/2023,0,9,3/27/2023,1
163345,3/8/2023,0,0,3/27/2023,1
163345,3/9/2023,0,0,3/27/2023,1
163345,3/10/2023,0,0,3/27/2023,1
163345,3/11/2023,0,3,3/27/2023,1
163345,3/12/2023,0,0,3/27/2023,1
163345,3/13/2023,0,6,3/27/2023,1
163345,3/14/2023,0,3,3/27/2023,1
163345,3/15/2023,0,0,3/27/2023,1
163345,3/16/2023,0,3,3/27/2023,1
163345,3/17/2023,0,0,3/27/2023,1
163345,3/18/2023,0,6,3/27/2023,1
163345,3/19/2023,0,3,3/27/2023,1
163345,3/20/2023,0,45,3/27/2023,1
163345,3/25/2023,0,18,3/27/2023,1
167575,12/31/2022,22,404,6/19/2023,1
167575,1/29/2023,2,26,6/19/2023,1
167575,1/31/2023,4,126,6/19/2023,1
167575,2/7/2023,4,26,6/19/2023,1
167575,2/9/2023,14,278,6/19/2023,1
167575,2/22/2023,0,54,6/19/2023,1
168586,12/31/2022,0,1,6/1/2023,1
168586,1/1/2023,6,161,6/1/2023,1
168586,1/12/2023,0,14,6/1/2023,1
168586,1/13/2023,0,15,6/1/2023,1
168586,1/14/2023,6,173,6/1/2023,1
168586,1/28/2023,0,0,6/1/2023,1
168586,1/29/2023,0,11,6/1/2023,1
168586,1/30/2023,0,12,6/1/2023,1
168586,1/31/2023,0,6,6/1/2023,1
168586,2/1/2023,0,6,6/1/2023,1
168586,2/2/2023,0,5,6/1/2023,1
168586,2/3/2023,0,7,6/1/2023,1
168586,2/4/2023,0,25,6/1/2023,1
168586,2/6/2023,0,9,6/1/2023,1
168586,2/7/2023,0,24,6/1/2023,1
168586,2/9/2023,0,9,6/1/2023,1
168586,2/10/2023,0,25,6/1/2023,1
168586,2/11/2023,0,0,6/1/2023,1
168586,2/12/2023,0,39,6/1/2023,1
168586,2/15/2023,0,7,6/1/2023,1
168586,2/16/2023,0,4,6/1/2023,1
168586,2/17/2023,0,6,6/1/2023,1
168586,2/28/2023,8,192,6/1/2023,1
168586,3/5/2023,0,3,6/1/2023,1
168586,3/6/2023,0,13,6/1/2023,1
168586,3/7/2023,0,25,6/1/2023,1
168586,3/8/2023,0,3,6/1/2023,1
168586,3/9/2023,0,11,6/1/2023,1
168586,3/10/2023,0,11,6/1/2023,1
168586,3/11/2023,1,16,6/1/2023,1
168586,3/12/2023,1,17,6/1/2023,1
168586,3/13/2023,0,9,6/1/2023,1
168586,3/14/2023,0,8,6/1/2023,1
168586,3/15/2023,0,18,6/1/2023,1
168586,3/16/2023,0,13,6/1/2023,1
168586,3/17/2023,0,9,6/1/2023,1
168586,3/18/2023,0,11,6/1/2023,1
168586,3/19/2023,9,99,6/1/2023,1
172830,12/31/2022,0,13,4/15/2023,1
172830,1/1/2023,0,12,4/15/2023,1
172830,1/2/2023,0,10,4/15/2023,1
172830,1/3/2023,1,15,4/15/2023,1
172830,1/4/2023,0,4,4/15/2023,1
172830,1/5/2023,1,19,4/15/2023,1
172830,1/7/2023,0,5,4/15/2023,1
172830,1/8/2023,0,3,4/15/2023,1
172830,1/10/2023,0,1,4/15/2023,1
172830,1/11/2023,0,6,4/15/2023,1
172830,1/12/2023,0,13,4/15/2023,1
172830,1/13/2023,0,6,4/15/2023,1
172830,1/14/2023,0,10,4/15/2023,1
172830,1/15/2023,0,8,4/15/2023,1
172830,1/16/2023,0,14,4/15/2023,1
172830,1/17/2023,0,15,4/15/2023,1
172830,1/18/2023,0,8,4/15/2023,1
172830,1/19/2023,0,10,4/15/2023,1
172830,1/20/2023,1,14,4/15/2023,1
172830,1/21/2023,0,9,4/15/2023,1
172830,1/22/2023,0,11,4/15/2023,1
172830,1/23/2023,0,12,4/15/2023,1
172830,1/24/2023,0,6,4/15/2023,1
172830,1/25/2023,0,4,4/15/2023,1
172830,1/26/2023,0,26,4/15/2023,1
172830,1/27/2023,0,6,4/15/2023,1
172830,1/28/2023,0,11,4/15/2023,1
172830,1/29/2023,0,0,4/15/2023,1
175830,12/31/2022,12,171,4/11/2023,1
175830,1/26/2023,2,26,4/11/2023,1
175830,1/29/2023,0,5,4/11/2023,1
175830,1/30/2023,0,1,4/11/2023,1
175830,1/31/2023,0,5,4/11/2023,1
175830,2/1/2023,1,26,4/11/2023,1
175830,2/5/2023,0,4,4/11/2023,1
175830,2/6/2023,1,16,4/11/2023,1
175830,2/8/2023,0,5,4/11/2023,1
175830,2/9/2023,0,7,4/11/2023,1
175830,2/10/2023,0,4,4/11/2023,1
175830,2/11/2023,0,6,4/11/2023,1
175830,2/12/2023,0,9,4/11/2023,1
175830,2/13/2023,0,4,4/11/2023,1
175830,2/14/2023,0,2,4/11/2023,1
175830,2/15/2023,0,5,4/11/2023,1
175830,2/16/2023,0,6,4/11/2023,1
175830,2/17/2023,0,5,4/11/2023,1
175830,2/18/2023,0,5,4/11/2023,1
175830,2/19/2023,1,4,4/11/2023,1
175830,2/20/2023,0,0,4/11/2023,1
175830,2/21/2023,0,0,4/11/2023,1
175830,2/22/2023,0,0,4/11/2023,1
175830,2/23/2023,0,1,4/11/2023,1
175830,2/24/2023,0,0,4/11/2023,1
175830,2/25/2023,0,0,4/11/2023,1
175830,2/26/2023,0,0,4/11/2023,1
175830,2/27/2023,0,0,4/11/2023,1
175830,2/28/2023,0,0,4/11/2023,1
176164,12/31/2022,56,1177,2/28/2023,1
176164,1/31/2023,18,488,2/28/2023,1
176164,2/24/2023,1,25,2/28/2023,1
178607,12/31/2022,6,318,3/6/2023,1
178607,1/7/2023,0,82,3/6/2023,1
178607,1/9/2023,16,780,3/6/2023,1
178607,1/30/2023,0,0,3/6/2023,1
178607,1/31/2023,0,0,3/6/2023,1
178607,2/2/2023,0,0,3/6/2023,1
178607,2/10/2023,0,0,3/6/2023,1
179450,1/31/2023,1300,396,5/22/2023,1
179450,2/21/2023,78,14,5/22/2023,1
179450,3/23/2023,0,0,5/22/2023,1
179450,3/24/2023,0,0,5/22/2023,1
179450,3/25/2023,0,0,5/22/2023,1
179450,3/27/2023,0,0,5/22/2023,1
179450,3/28/2023,0,0,5/22/2023,1
179450,3/31/2023,10,134,5/22/2023,1
179450,4/25/2023,0,10,5/22/2023,1
179450,4/26/2023,0,0,5/22/2023,1
179450,4/30/2023,5,86,5/22/2023,1
179450,5/8/2023,0,11,5/22/2023,1
179450,5/10/2023,0,13,5/22/2023,1
179450,5/11/2023,0,9,5/22/2023,1
179450,5/12/2023,0,20,5/22/2023,1
179450,5/16/2023,1,35,5/22/2023,1
179450,5/21/2023,0,4,5/22/2023,1
179450,5/22/2023,0,13,5/22/2023,1
179450,5/24/2023,0,16,5/22/2023,1
179450,5/25/2023,0,0,5/22/2023,1
179450,5/26/2023,0,10,5/22/2023,1
179450,5/31/2023,1,55,5/22/2023,1
179450,6/1/2023,1,34,5/22/2023,1
179450,6/5/2023,0,0,5/22/2023,1
179450,6/6/2023,2,54,5/22/2023,1
179450,6/13/2023,2,65,5/22/2023,1
179450,6/21/2023,1,50,5/22/2023,1
179450,6/28/2023,0,29,5/22/2023,1
179450,6/30/2023,9,85,5/22/2023,1
179450,7/7/2023,8,187,5/22/2023,1
179450,7/31/2023,1,45,5/22/2023,1
179450,8/4/2023,2,54,5/22/2023,1
179450,8/11/2023,2,51,5/22/2023,1
179450,8/18/2023,0,0,5/22/2023,1
179450,8/19/2023,2,42,5/22/2023,1
180464,1/1/2023,0,0,6/1/2023,1
180464,1/2/2023,0,0,6/1/2023,1
180464,1/3/2023,0,0,6/1/2023,1
180464,1/4/2023,0,3,6/1/2023,1
180464,1/7/2023,0,0,6/1/2023,1
180464,1/8/2023,0,0,6/1/2023,1
180464,1/9/2023,0,0,6/1/2023,1
180464,1/10/2023,0,0,6/1/2023,1
180464,1/11/2023,0,0,6/1/2023,1
180464,1/12/2023,0,0,6/1/2023,1
180464,1/13/2023,0,0,6/1/2023,1
180464,1/14/2023,0,0,6/1/2023,1
180464,1/15/2023,0,0,6/1/2023,1
180464,1/16/2023,0,0,6/1/2023,1
